date,type,subtype,sidereal_long,sign,deg_in_sign,nakshatra,pada,visible_from_bhubaneswar
1948-11-01 05:58,Solar,Total+Central,195.5873,Libra,15.5873,Swati,3,N
1949-04-13 04:10,Lunar,Total,179.7867,Virgo,29.7867,Chitra,2,?
1949-04-28 07:48,Solar,Partial+Non-Central,14.5443,Aries,14.5443,Bharani,1,N
1949-10-07 02:56,Lunar,Total,350.3848,Pisces,20.3848,Revati,2,?
1949-10-21 21:12,Solar,Partial+Non-Central,184.9846,Libra,4.9846,Chitra,4,N
1950-03-18 15:31,Solar,Annular+Non-Central,334.3100,Pisces,4.3100,Uttara Bhadrapada,1,N
1950-04-02 20:44,Lunar,Total,169.3307,Virgo,19.3307,Hasta,3,?
1950-09-12 03:38,Solar,Total+Central,145.6429,Leo,25.6429,Purva Phalguni,4,N
1950-09-26 04:16,Lunar,Total,339.3049,Pisces,9.3049,Uttara Bhadrapada,2,?
1951-03-07 20:53,Solar,Annular+Central,323.3021,Aquarius,23.3021,Purva Bhadrapada,1,N
1951-03-23 10:37,Lunar,Penumbral,158.7027,Virgo,8.7027,Uttara Phalguni,4,?
1951-08-17 03:14,Lunar,Penumbral,300.3778,Aquarius,0.3778,Dhanishta,3,?
1951-09-01 12:51,Solar,Annular+Central,135.0917,Leo,15.0917,Purva Phalguni,1,N
1951-09-15 12:26,Lunar,Penumbral,328.5637,Aquarius,28.5637,Purva Bhadrapada,3,?
1952-02-11 00:39,Lunar,Partial,118.1292,Cancer,28.1292,Ashlesha,4,?
1952-02-25 09:11,Solar,Total+Central,312.5271,Aquarius,12.5271,Shatabhisha,2,Y
1952-08-05 19:47,Lunar,Partial,290.1701,Capricorn,20.1701,Shravana,4,?
1952-08-20 15:13,Solar,Annular+Central,124.3182,Leo,4.3182,Magha,2,N
1953-01-29 23:47,Lunar,Total,106.6203,Cancer,16.6203,Pushya,4,?
1953-02-14 00:58,Solar,Partial+Non-Central,301.8423,Aquarius,1.8423,Dhanishta,3,N
1953-07-11 02:43,Solar,Partial+Non-Central,85.2914,Gemini,25.2914,Punarvasu,2,N
1953-07-26 12:20,Lunar,Total,279.9906,Capricorn,9.9906,Uttara Ashadha,4,?
1953-08-09 15:54,Solar,Partial+Non-Central,113.5318,Cancer,23.5318,Ashlesha,3,N
1954-01-05 02:31,Solar,Annular+Central,261.0062,Sagittarius,21.0062,Purva Ashadha,3,N
1954-01-19 02:31,Lunar,Total,95.2273,Cancer,5.2273,Pushya,1,?
1954-06-30 12:32,Solar,Total+Central,74.9475,Gemini,14.9475,Ardra,3,N
1954-07-16 00:20,Lunar,Partial,269.6468,Sagittarius,29.6468,Uttara Ashadha,1,?
1954-12-25 07:36,Solar,Annular+Central,249.7478,Sagittarius,9.7478,Moola,3,N
1955-01-08 12:32,Lunar,Penumbral,84.1203,Gemini,24.1203,Punarvasu,2,?
1955-06-05 14:22,Lunar,Penumbral,231.0192,Scorpio,21.0192,Jyeshtha,2,?
1955-06-20 04:10,Solar,Total+Central,64.8369,Gemini,4.8369,Mrigashira,4,Y
1955-11-29 16:59,Lunar,Partial,43.5503,Taurus,13.5503,Rohini,2,?
1955-12-14 07:01,Solar,Annular+Central,238.2627,Scorpio,28.2627,Jyeshtha,4,Y
1956-05-24 15:31,Lunar,Partial,220.2059,Scorpio,10.2059,Anuradha,3,?
1956-06-08 21:20,Solar,Total+Central,54.7669,Taurus,24.7669,Mrigashira,1,N
1956-11-18 06:47,Lunar,Total,32.6883,Taurus,2.6883,Krittika,2,?
1956-12-02 08:00,Solar,Partial+Non-Central,226.8745,Scorpio,16.8745,Jyeshtha,1,Y
1957-04-30 00:04,Solar,Annular+Non-Central,16.1226,Aries,16.1226,Bharani,1,N
1957-05-13 22:30,Lunar,Total,209.5779,Libra,29.5779,Vishakha,3,?
1957-10-23 04:53,Solar,Total+Non-Central,186.2515,Libra,6.2515,Chitra,4,N
1957-11-07 14:26,Lunar,Total,21.6104,Aries,21.6104,Bharani,3,?
1958-04-04 03:59,Lunar,Penumbral,170.7548,Virgo,20.7548,Hasta,4,?
1958-04-19 03:26,Solar,Annular+Central,5.2986,Aries,5.2986,Ashwini,2,Y
1958-05-03 12:12,Lunar,Partial,199.1769,Libra,19.1769,Swati,4,?
1958-10-12 20:54,Solar,Total+Central,175.7394,Virgo,25.7394,Chitra,1,N
1958-10-27 15:27,Lunar,Penumbral,10.3217,Aries,10.3217,Ashwini,4,?
1959-03-24 20:11,Lunar,Partial,160.2390,Virgo,10.2390,Hasta,1,?
1959-04-08 03:23,Solar,Annular+Central,354.2672,Pisces,24.2672,Revati,3,N
1959-09-17 01:03,Lunar,Penumbral,330.2011,Pisces,0.2011,Purva Bhadrapada,4,?
1959-10-02 12:26,Solar,Total+Central,165.2660,Virgo,15.2660,Hasta,2,N
1960-03-13 08:27,Lunar,Total,149.4938,Leo,29.4938,Uttara Phalguni,1,?
1960-03-27 07:24,Solar,Partial+Non-Central,343.3371,Pisces,13.3371,Uttara Bhadrapada,4,N
1960-09-05 11:21,Lunar,Total,319.5987,Aquarius,19.5987,Shatabhisha,4,?
1960-09-20 22:59,Solar,Partial+Non-Central,154.6540,Virgo,4.6540,Uttara Phalguni,3,N
1961-02-15 08:19,Solar,Total+Central,303.1140,Aquarius,3.1140,Dhanishta,3,N
1961-03-02 13:28,Lunar,Partial,138.3767,Leo,18.3767,Purva Phalguni,2,?
1961-08-11 10:46,Solar,Annular+Central,115.1979,Cancer,25.1979,Ashlesha,3,N
1961-08-26 03:08,Lunar,Partial,309.2765,Aquarius,9.2765,Shatabhisha,1,?
1962-02-05 00:12,Solar,Total+Central,292.3899,Capricorn,22.3899,Shravana,4,N
1962-02-19 13:03,Lunar,Penumbral,126.9757,Leo,6.9757,Magha,3,?
1962-07-17 11:54,Lunar,Penumbral,271.2144,Capricorn,1.2144,Uttara Ashadha,2,?
1962-07-31 12:24,Solar,Annular+Central,104.4802,Cancer,14.4802,Pushya,4,N
1962-08-15 19:56,Lunar,Penumbral,299.0434,Capricorn,29.0434,Dhanishta,2,?
1963-01-09 23:19,Lunar,Penumbral,85.7429,Gemini,25.7429,Punarvasu,2,?
1963-01-25 13:36,Solar,Annular+Central,281.5266,Capricorn,11.5266,Shravana,1,N
1963-07-06 22:02,Lunar,Partial,260.8176,Sagittarius,20.8176,Purva Ashadha,3,?
1963-07-20 20:35,Solar,Total+Central,94.0542,Cancer,4.0542,Pushya,1,N
1963-12-30 11:06,Lunar,Total,74.7049,Gemini,14.7049,Ardra,3,?
1964-01-14 20:29,Solar,Partial+Non-Central,270.3608,Capricorn,0.3608,Uttara Ashadha,2,N
1964-06-10 04:33,Solar,Partial+Non-Central,55.9646,Taurus,25.9646,Mrigashira,1,N
1964-06-25 01:06,Lunar,Total,250.1333,Sagittarius,10.1333,Moola,4,?
1964-07-09 11:17,Solar,Partial+Non-Central,83.8986,Gemini,23.8986,Punarvasu,2,N
1964-12-04 01:31,Solar,Partial+Non-Central,228.5759,Scorpio,18.5759,Jyeshtha,1,N
1964-12-19 02:37,Lunar,Total,63.8330,Gemini,3.8330,Mrigashira,4,?
1965-05-30 21:16,Solar,Total+Central,45.8522,Taurus,15.8522,Rohini,2,N
1965-06-14 01:48,Lunar,Partial,239.3464,Scorpio,29.3464,Jyeshtha,4,?
1965-11-23 04:14,Solar,Annular+Central,217.2876,Scorpio,7.2876,Anuradha,2,Y
1965-12-08 17:10,Lunar,Penumbral,52.9340,Taurus,22.9340,Rohini,4,?
1966-05-04 21:11,Lunar,Penumbral,200.6550,Libra,20.6550,Vishakha,1,?
1966-05-20 09:38,Solar,Annular+Central,35.5382,Taurus,5.5382,Krittika,3,Y
1966-10-29 10:12,Lunar,Penumbral,12.2472,Aries,12.2472,Ashwini,4,?
1966-11-12 14:22,Solar,Total+Central,206.3622,Libra,26.3622,Vishakha,2,N
1967-04-24 12:06,Lunar,Total,190.2548,Libra,10.2548,Swati,2,?
1967-05-09 14:42,Solar,Partial+Non-Central,24.8854,Aries,24.8854,Bharani,4,N
1967-10-18 10:15,Lunar,Total,0.9747,Aries,0.9747,Ashwini,1,?
1967-11-02 05:38,Solar,Total+Non-Central,195.7042,Libra,15.7042,Swati,3,N
1968-03-28 22:59,Solar,Partial+Non-Central,344.9135,Pisces,14.9135,Uttara Bhadrapada,4,N
1968-04-13 04:47,Lunar,Total,179.8697,Virgo,29.8697,Chitra,2,?
1968-09-22 11:18,Solar,Total+Central,156.0855,Virgo,6.0855,Uttara Phalguni,3,Y
1968-10-06 11:41,Lunar,Total,349.8251,Pisces,19.8251,Revati,1,?
1969-03-18 04:54,Solar,Annular+Central,333.9951,Pisces,3.9951,Uttara Bhadrapada,1,N
1969-04-02 18:32,Lunar,Penumbral,169.3007,Virgo,19.3007,Hasta,3,?
1969-08-27 10:47,Lunar,Penumbral,310.6914,Aquarius,10.6914,Shatabhisha,2,?
1969-09-11 19:58,Solar,Annular+Central,145.4566,Leo,25.4566,Purva Phalguni,4,N
1969-09-25 20:09,Lunar,Penumbral,339.0358,Pisces,9.0358,Uttara Bhadrapada,2,?
1970-02-21 08:30,Lunar,Partial,128.9454,Leo,8.9454,Magha,3,?
1970-03-07 17:37,Solar,Total+Central,323.2954,Aquarius,23.2954,Purva Bhadrapada,1,N
1970-08-17 03:23,Lunar,Partial,300.4484,Aquarius,0.4484,Dhanishta,3,?
1970-08-31 21:54,Solar,Annular+Central,134.6138,Leo,14.6138,Purva Phalguni,1,N
1971-02-10 07:44,Lunar,Total,117.4898,Cancer,27.4898,Ashlesha,4,?
1971-02-25 09:37,Solar,Partial+Non-Central,312.6783,Aquarius,12.6783,Shatabhisha,2,N
1971-07-22 09:31,Solar,Partial+Non-Central,95.4731,Cancer,5.4731,Pushya,1,N
1971-08-06 19:43,Lunar,Total,290.2288,Capricorn,20.2288,Shravana,4,?
1971-08-20 22:38,Solar,Partial+Non-Central,123.7809,Leo,3.7809,Magha,2,N
1972-01-16 11:02,Solar,Annular+Central,271.9485,Capricorn,1.9485,Uttara Ashadha,2,N
1972-01-30 10:53,Lunar,Total,106.1426,Cancer,16.1426,Pushya,4,?
1972-07-10 19:45,Solar,Total+Central,85.1407,Gemini,25.1407,Punarvasu,2,N
1972-07-26 07:15,Lunar,Partial,279.8463,Capricorn,9.8463,Uttara Ashadha,4,?
1973-01-04 15:45,Solar,Annular+Central,260.6798,Sagittarius,20.6798,Purva Ashadha,3,N
1973-01-18 21:17,Lunar,Penumbral,95.0724,Cancer,5.0724,Pushya,1,?
1973-06-15 20:49,Lunar,Penumbral,241.2108,Sagittarius,1.2108,Moola,1,?
1973-06-30 11:37,Solar,Total+Central,75.0385,Gemini,15.0385,Ardra,3,N
1973-07-15 11:38,Lunar,Penumbral,269.2086,Sagittarius,29.2086,Uttara Ashadha,1,?
1973-12-10 01:44,Lunar,Partial,54.4572,Taurus,24.4572,Mrigashira,1,?
1973-12-24 15:01,Solar,Annular+Central,249.1725,Sagittarius,9.1725,Moola,3,N
1974-06-04 22:15,Lunar,Partial,230.4452,Scorpio,20.4452,Jyeshtha,2,?
1974-06-20 04:47,Solar,Total+Central,64.9897,Gemini,4.9897,Mrigashira,4,N
1974-11-29 15:13,Lunar,Total,43.5395,Taurus,13.5395,Rohini,2,?
1974-12-13 16:12,Solar,Partial+Non-Central,237.7625,Scorpio,27.7625,Jyeshtha,4,N
1975-05-11 07:16,Solar,Partial+Non-Central,26.4756,Aries,26.4756,Bharani,4,N
1975-05-25 05:47,Lunar,Total,219.8795,Scorpio,9.8795,Anuradha,2,?
1975-11-03 13:15,Solar,Partial+Non-Central,196.9719,Libra,16.9719,Swati,4,N
1975-11-18 22:23,Lunar,Total,32.3959,Taurus,2.3959,Krittika,2,?
1976-04-29 10:23,Solar,Annular+Central,15.6961,Aries,15.6961,Bharani,1,Y
1976-05-13 19:54,Lunar,Partial,209.5360,Libra,29.5360,Vishakha,3,?
1976-10-23 05:12,Solar,Total+Central,186.3919,Libra,6.3919,Chitra,4,N
1976-11-06 23:01,Lunar,Penumbral,21.0313,Aries,21.0313,Bharani,3,?
1977-04-04 04:18,Lunar,Partial,170.8326,Virgo,20.8326,Hasta,4,?
1977-04-18 10:30,Solar,Annular+Central,4.7306,Aries,4.7306,Ashwini,2,Y
1977-09-27 08:29,Lunar,Penumbral,340.6738,Pisces,10.6738,Uttara Bhadrapada,3,?
1977-10-12 20:26,Solar,Total+Central,175.8498,Virgo,25.8498,Chitra,1,N
1978-03-24 16:22,Lunar,Total,160.1371,Virgo,10.1371,Hasta,1,?
1978-04-07 15:03,Solar,Partial+Non-Central,353.8820,Pisces,23.8820,Revati,3,N
1978-09-16 19:04,Lunar,Total,330.0241,Pisces,0.0241,Purva Bhadrapada,4,?
1978-10-02 06:27,Solar,Partial+Non-Central,165.1531,Virgo,15.1531,Hasta,2,N
1979-02-26 16:54,Solar,Total+Central,313.9326,Aquarius,13.9326,Shatabhisha,3,N
1979-03-13 21:08,Lunar,Partial,149.0803,Leo,29.0803,Uttara Phalguni,1,?
1979-08-22 17:21,Solar,Annular+Central,125.4481,Leo,5.4481,Magha,2,N
1979-09-06 10:54,Lunar,Total,319.6435,Aquarius,19.6435,Shatabhisha,4,?
1980-02-16 08:53,Solar,Total+Central,303.2619,Aquarius,3.2619,Dhanishta,3,Y
1980-03-01 20:45,Lunar,Penumbral,137.7429,Leo,17.7429,Purva Phalguni,2,?
1980-07-27 19:08,Lunar,Penumbral,281.4222,Capricorn,11.4222,Shravana,1,?
1980-08-10 19:11,Solar,Annular+Central,114.6962,Cancer,24.6962,Ashlesha,3,N
1980-08-26 03:30,Lunar,Penumbral,309.3513,Aquarius,9.3513,Shatabhisha,1,?
1981-01-20 07:49,Lunar,Penumbral,96.6847,Cancer,6.6847,Pushya,2,?
1981-02-04 22:08,Solar,Annular+Central,292.4337,Capricorn,22.4337,Shravana,4,N
1981-07-17 04:46,Lunar,Partial,270.9881,Capricorn,0.9881,Uttara Ashadha,2,?
1981-07-31 03:45,Solar,Total+Central,104.2538,Cancer,14.2538,Pushya,4,Y
1982-01-09 19:55,Lunar,Total,85.6675,Gemini,25.6675,Punarvasu,2,?
1982-01-25 04:41,Solar,Partial+Non-Central,281.2812,Capricorn,11.2812,Shravana,1,N
1982-06-21 12:03,Solar,Partial+Non-Central,66.1808,Gemini,6.1808,Mrigashira,4,N
1982-07-06 07:30,Lunar,Total,260.2986,Sagittarius,20.2986,Purva Ashadha,3,?
1982-07-20 18:43,Solar,Partial+Non-Central,94.1019,Cancer,4.1019,Pushya,1,N
1982-12-15 09:31,Solar,Partial+Non-Central,239.4654,Scorpio,29.4654,Jyeshtha,4,N
1982-12-30 11:28,Lunar,Total,74.7874,Gemini,14.7874,Ardra,3,?
1983-06-11 04:42,Solar,Total+Central,56.0948,Taurus,26.0948,Mrigashira,1,N
1983-06-25 08:22,Lunar,Partial,249.5321,Sagittarius,9.5321,Moola,3,?
1983-12-04 12:30,Solar,Annular+Central,228.1542,Scorpio,18.1542,Jyeshtha,1,N
1983-12-20 01:49,Lunar,Penumbral,63.8650,Gemini,3.8650,Mrigashira,4,?
1984-05-15 04:40,Lunar,Penumbral,211.0036,Scorpio,1.0036,Vishakha,4,?
1984-05-30 16:44,Solar,Annular+Central,45.8004,Taurus,15.8004,Rohini,2,N
1984-06-13 14:25,Lunar,Penumbral,238.9632,Scorpio,28.9632,Jyeshtha,4,?
1984-11-08 17:55,Lunar,Penumbral,22.9699,Aries,22.9699,Bharani,3,?
1984-11-22 22:53,Solar,Total+Central,217.1888,Scorpio,7.1888,Anuradha,2,N
1985-05-04 19:56,Lunar,Total,200.6700,Libra,20.6700,Vishakha,1,?
1985-05-19 21:28,Solar,Partial+Non-Central,35.1784,Taurus,5.1784,Krittika,3,N
1985-10-28 17:42,Lunar,Total,11.6289,Aries,11.6289,Ashwini,4,?
1985-11-12 14:10,Solar,Total+Central,206.4825,Libra,26.4825,Vishakha,2,N
1986-04-09 06:20,Solar,Partial+Non-Central,355.4466,Pisces,25.4466,Revati,3,N
1986-04-24 12:42,Lunar,Total,190.3421,Libra,10.3421,Swati,2,?
1986-10-03 19:05,Solar,Annular-Total+Central,166.6027,Virgo,16.6027,Hasta,2,N
1986-10-17 19:17,Lunar,Total,0.4216,Aries,0.4216,Ashwini,1,?
1987-03-29 12:48,Solar,Annular-Total+Central,344.6218,Pisces,14.6218,Uttara Bhadrapada,4,N
1987-04-14 02:18,Lunar,Penumbral,179.8338,Virgo,29.8338,Chitra,2,?
1987-09-23 03:11,Solar,Annular+Central,155.8837,Virgo,5.8837,Uttara Phalguni,3,Y
1987-10-07 04:01,Lunar,Penumbral,349.5735,Pisces,19.5735,Revati,1,?
1988-03-03 16:12,Lunar,Penumbral,139.7034,Leo,19.7034,Purva Phalguni,2,?
1988-03-18 01:58,Solar,Total+Central,334.0001,Pisces,4.0001,Uttara Bhadrapada,1,Y
1988-08-27 11:04,Lunar,Partial,310.7731,Aquarius,10.7731,Shatabhisha,2,?
1988-09-11 04:43,Solar,Annular+Central,144.9660,Leo,24.9660,Purva Phalguni,4,Y
1989-02-20 15:35,Lunar,Total,128.3027,Leo,8.3027,Magha,3,?
1989-03-07 18:07,Solar,Partial+Non-Central,323.4427,Aquarius,23.4427,Purva Bhadrapada,2,N
1989-08-17 03:08,Lunar,Total,300.5000,Aquarius,0.5000,Dhanishta,3,?
1989-08-31 05:30,Solar,Partial+Non-Central,134.0805,Leo,14.0805,Purva Phalguni,1,N
1990-01-26 19:30,Solar,Annular+Central,282.8693,Capricorn,12.8693,Shravana,1,N
1990-02-09 19:11,Lunar,Total,117.0178,Cancer,27.0178,Ashlesha,4,?
1990-07-22 03:02,Solar,Total+Central,95.3425,Cancer,5.3425,Pushya,1,N
1990-08-06 14:12,Lunar,Partial,290.0718,Capricorn,20.0718,Shravana,4,?
1991-01-15 23:52,Solar,Annular+Central,271.5998,Capricorn,1.5998,Uttara Ashadha,2,N
1991-01-30 05:58,Lunar,Penumbral,105.9936,Cancer,15.9936,Pushya,4,?
1991-06-27 03:14,Lunar,Penumbral,251.3843,Sagittarius,11.3843,Moola,4,?
1991-07-11 19:06,Solar,Total+Central,85.2397,Gemini,25.2397,Punarvasu,2,N
1991-07-26 18:07,Lunar,Penumbral,279.3907,Capricorn,9.3907,Uttara Ashadha,4,?
1991-12-21 10:33,Lunar,Partial,65.3990,Gemini,5.3990,Mrigashira,4,?
1992-01-04 23:04,Solar,Annular+Central,260.0997,Sagittarius,20.0997,Purva Ashadha,3,N
1992-06-15 04:56,Lunar,Partial,240.6431,Sagittarius,0.6431,Moola,1,?
1992-06-30 12:10,Solar,Total+Central,75.1833,Gemini,15.1833,Ardra,3,N
1992-12-09 23:44,Lunar,Total,54.4410,Taurus,24.4410,Mrigashira,1,?
1992-12-24 00:30,Solar,Partial+Non-Central,248.6899,Sagittarius,8.6899,Moola,3,N
1993-05-21 14:19,Solar,Partial+Non-Central,36.7639,Taurus,6.7639,Krittika,4,N
1993-06-04 13:00,Lunar,Total,230.1281,Scorpio,20.1281,Jyeshtha,2,?
1993-11-13 21:44,Solar,Partial+Non-Central,207.7601,Libra,27.7601,Vishakha,3,N
1993-11-29 06:26,Lunar,Total,43.2388,Taurus,13.2388,Rohini,1,?
1994-05-10 17:11,Solar,Annular+Central,26.0283,Aries,26.0283,Bharani,4,N
1994-05-25 03:30,Lunar,Partial,219.8411,Scorpio,9.8411,Anuradha,2,?
1994-11-03 13:39,Solar,Total+Central,197.1186,Libra,17.1186,Swati,4,N
1994-11-18 06:43,Lunar,Penumbral,31.8085,Taurus,1.8085,Krittika,2,?
1995-04-15 12:18,Lunar,Partial,181.3700,Libra,1.3700,Chitra,3,?
1995-04-29 17:32,Solar,Annular+Central,15.1425,Aries,15.1425,Bharani,1,N
1995-10-08 16:04,Lunar,Penumbral,351.2040,Pisces,21.2040,Revati,2,?
1995-10-24 04:32,Solar,Total+Central,186.4910,Libra,6.4910,Chitra,4,Y
1996-04-04 00:09,Lunar,Total,170.7311,Virgo,20.7311,Hasta,4,?
1996-04-17 22:37,Solar,Partial+Non-Central,4.3799,Aries,4.3799,Ashwini,2,N
1996-09-27 02:54,Lunar,Total,340.5031,Pisces,10.5031,Uttara Bhadrapada,3,?
1996-10-12 14:01,Solar,Partial+Non-Central,175.7084,Virgo,25.7084,Chitra,1,N
1997-03-09 01:23,Solar,Total+Central,324.6991,Aquarius,24.6991,Purva Bhadrapada,2,Y
1997-03-24 04:39,Lunar,Partial,159.7230,Virgo,9.7230,Uttara Phalguni,4,?
1997-09-02 00:03,Solar,Partial+Non-Central,135.7455,Leo,15.7455,Purva Phalguni,1,N
1997-09-16 18:46,Lunar,Total,330.0677,Pisces,0.0677,Purva Bhadrapada,4,?
1998-02-26 17:28,Solar,Total+Central,314.0828,Aquarius,14.0828,Shatabhisha,3,N
1998-03-13 04:20,Lunar,Penumbral,148.4498,Leo,28.4498,Uttara Phalguni,1,?
1998-08-08 02:24,Lunar,Penumbral,291.6662,Capricorn,21.6662,Shravana,4,?
1998-08-22 02:06,Solar,Annular+Central,124.9640,Leo,4.9640,Magha,2,Y
1998-09-06 11:10,Lunar,Penumbral,319.7199,Aquarius,19.7199,Shatabhisha,4,?
1999-01-31 16:17,Lunar,Penumbral,107.5907,Cancer,17.5907,Ashlesha,1,?
1999-02-16 06:33,Solar,Annular+Central,303.2879,Aquarius,3.2879,Dhanishta,3,N
1999-07-28 11:33,Lunar,Partial,281.1912,Capricorn,11.1912,Shravana,1,?
1999-08-11 11:03,Solar,Total+Central,114.5013,Cancer,24.5013,Ashlesha,3,Y
2000-01-21 04:43,Lunar,Total,96.6136,Cancer,6.6136,Pushya,1,?
